Date,No_Of_Transaction,Max_Price,Min_Price,Closing_Price,Traded_Shares,Amount,Previous_Closing,Difference_Rs
2020-12-13,37,905.0,872.0,872.0,4704.0,4157799.0,888.0,-16.00 
2020-12-10,22,919.0,888.0,888.0,3737.0,3366662.0,888.0,0.00 
2020-12-09,21,938.0,888.0,888.0,3569.0,3226970.0,920.0,-32.00 
2020-12-08,28,935.0,910.0,920.0,6631.0,6069636.0,920.0,0.00 
2020-12-07,50,928.0,870.0,920.0,4905.0,4381988.0,880.0,40.00 
2020-12-06,59,936.0,880.0,880.0,5581.0,4994107.0,955.0,-75.00 
2020-12-03,41,1010.0,925.0,955.0,3506.0,3347506.0,973.0,-18.00 
2020-12-02,98,1006.0,915.0,973.0,14352.0,13924403.0,915.0,58.00 
2020-12-01,26,930.0,913.0,915.0,4481.0,4119940.0,939.0,-24.00 
2020-11-30,38,940.0,909.0,939.0,5123.0,4771337.0,921.0,18.00 
2020-11-29,24,925.0,903.0,921.0,3351.0,3066880.0,928.0,-7.00 
2020-11-26,56,975.0,918.0,928.0,5715.0,5383042.0,963.0,-35.00 
2020-11-25,126,938.0,875.0,963.0,27891.0,25498426.0,889.0,74.00 
2020-11-24,73,905.0,875.0,889.0,11312.0,10025835.0,892.0,-3.00 
2020-11-23,41,900.0,883.0,892.0,4894.0,4338236.0,901.0,-9.00 
2020-11-22,27,916.0,884.0,901.0,2880.0,2585798.0,909.0,-8.00 
2020-11-19,55,915.0,890.0,909.0,8377.0,7577029.0,888.0,21.00 
2020-11-18,43,900.0,881.0,888.0,6437.0,5721363.0,911.0,-23.00 
2020-11-12,105,912.0,885.0,911.0,16661.0,14927600.0,888.0,23.00 
2020-11-11,58,892.0,875.0,888.0,8085.0,7138834.0,895.0,-7.00 
2020-11-10,47,910.0,882.0,895.0,7514.0,6695794.0,895.0,0.00 
2020-11-09,69,905.0,870.0,895.0,8266.0,7420506.0,879.0,16.00 
2020-11-08,97,895.0,866.0,879.0,13073.0,11453998.0,894.0,-15.00 
2020-11-05,62,932.0,886.0,894.0,6325.0,5649850.0,916.0,-22.00 
2020-11-04,104,940.0,903.0,916.0,12064.0,11059996.0,942.0,-26.00 
2020-11-03,238,942.0,870.0,942.0,27945.0,25840801.0,857.0,85.00 
2020-11-02,131,877.0,800.0,857.0,16903.0,14292026.0,798.0,59.00 
2020-11-01,38,800.0,776.0,798.0,5499.0,4345627.0,791.0,7.00 
2020-10-29,65,810.0,780.0,791.0,9257.0,7321744.0,790.0,1.00 
2020-10-28,36,790.0,737.0,790.0,5182.0,3964412.0,750.0,40.00 
2020-10-22,92,798.0,738.0,750.0,8557.0,6397038.0,760.0,-10.00 
2020-10-21,82,801.0,758.0,760.0,7067.0,5475140.0,786.0,-26.00 
2020-10-20,148,851.0,785.0,786.0,9328.0,7516156.0,775.0,11.00 
2020-02-05,25,785.0,767.0,775.0,1603.0,1241600.0,762.0,13.00 
2020-02-04,82,775.0,757.0,762.0,11269.0,8616475.0,786.0,-24.00 
2020-02-03,28,801.0,772.0,786.0,2199.0,1724935.0,800.0,-14.00 
2020-02-02,67,825.0,767.0,800.0,8433.0,6753750.0,767.0,33.00 
2020-01-30,56,791.0,749.0,767.0,7331.0,5673558.0,735.0,32.00 
2020-01-29,43,749.0,695.0,735.0,6192.0,4495444.0,700.0,35.00 
2020-01-28,34,720.0,700.0,700.0,2453.0,1744316.0,706.0,-6.00 
2020-01-27,23,706.0,645.0,706.0,3033.0,2069937.0,655.0,51.00 
2020-01-26,14,665.0,654.0,655.0,1580.0,1041515.0,672.0,-17.00 
